carat - קראט,cut - חיתוך,color - צבע,clarity - שקיפות / דרגת ניקיון,depth - עומק באחוזים,table - משטח עליון באחוזים,x - אורך מ''מ,y - רוחב מ''מ,z - גובה מ''מ,price - מחיר בדולרים,מחיר לקרט
1.0,Very Good,E,VS2,62.4,62.0,6.33,6.39,3.97,5544,5544.0
1.0,Premium,F,SI1,61.9,60.0,6.34,6.39,3.94,5544,5544.0
1.0,Good,G,VS2,62.9,56.0,6.33,6.39,4.0,5544,5544.0
1.0,Very Good,G,VS2,62.7,58.0,6.34,6.42,4.0,5544,5544.0
1.2,Good,E,SI2,63.3,55.0,6.73,6.77,4.27,5544,4620.0
1.01,Good,H,SI1,60.1,61.0,6.5,6.47,3.9,5544,5489.108910891089
1.01,Good,D,SI1,65.1,57.0,6.3,6.32,4.11,5544,5489.108910891089
1.0,Good,H,VS1,61.3,64.0,6.39,6.33,3.9,5544,5544.0
1.32,Ideal,I,SI1,61.7,56.0,7.11,7.05,4.37,5544,4200.0
1.0,Premium,E,SI1,61.9,60.0,6.46,6.37,3.97,5544,5544.0
1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,5544,5544.0
1.0,Premium,E,SI1,62.6,60.0,6.35,6.3,3.97,5544,5544.0
1.1,Ideal,I,VS1,61.7,57.0,6.65,6.62,4.09,5544,5040.0
1.1,Premium,H,SI1,59.6,58.0,6.79,6.74,4.03,5544,5040.0
1.1,Ideal,G,SI1,61.9,55.0,6.62,6.66,4.11,5545,5040.90909090909
1.35,Premium,J,SI1,60.9,59.0,7.07,7.12,4.32,5546,4108.148148148148
1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5546,4951.785714285714
1.0,Good,D,SI1,60.5,60.0,6.37,6.42,3.87,5546,5546.0
1.31,Premium,J,SI1,59.4,60.0,7.12,7.06,4.21,5546,4233.587786259542
1.31,Ideal,I,SI2,63.6,55.0,6.98,6.92,4.42,5546,4233.587786259542
1.27,Premium,I,SI1,62.3,56.0,6.93,6.85,4.29,5547,4367.716535433071
1.11,Ideal,D,SI2,61.6,55.0,6.62,6.66,4.09,5547,4997.297297297297
0.9,Very Good,D,VS1,63.0,58.0,6.11,6.14,3.86,5547,6163.333333333333
1.12,Premium,E,SI1,58.8,61.0,6.8,6.74,3.98,5547,4952.678571428571
1.14,Ideal,G,SI1,62.2,56.0,6.66,6.69,4.15,5548,4866.666666666667
1.14,Ideal,D,SI2,61.4,56.0,6.69,6.77,4.13,5548,4866.666666666667
1.14,Premium,G,SI1,62.3,59.0,6.66,6.69,4.16,5548,4866.666666666667
1.13,Very Good,H,VS2,61.4,61.0,6.67,6.71,4.11,5548,4909.734513274337
0.96,Very Good,D,SI1,59.9,58.0,6.4,6.46,3.85,5548,5779.166666666667
1.02,Ideal,F,SI1,60.1,59.0,6.59,6.56,3.95,5549,5440.196078431372
1.06,Premium,H,VS1,62.5,58.0,6.5,6.47,4.05,5549,5234.905660377358
1.11,Premium,H,VS2,62.4,58.0,6.69,6.57,4.14,5550,5000.0
1.23,Very Good,G,SI2,63.4,58.0,6.8,6.77,4.3,5550,4512.195121951219
1.06,Premium,I,VS1,61.2,57.1,6.56,6.59,4.03,5550,5235.8490566037735
1.01,Ideal,H,VS1,59.8,59.0,6.52,6.56,3.91,5550,5495.049504950495
1.09,Very Good,H,VS2,63.0,54.0,6.61,6.54,4.14,5551,5092.660550458715
1.03,Very Good,D,SI1,63.0,59.0,6.39,6.44,4.04,5551,5389.320388349514
1.03,Ideal,D,SI1,62.4,57.0,6.44,6.47,4.03,5551,5389.320388349514
1.07,Ideal,G,SI1,62.2,56.0,6.52,6.56,4.07,5551,5187.85046728972
0.9,Fair,E,VVS2,58.1,59.0,6.21,6.26,3.62,5551,6167.777777777777
1.18,Ideal,I,VS1,62.2,57.0,6.76,6.72,4.19,5551,4704.237288135593
1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,5551,4625.833333333334
1.2,Premium,D,SI2,62.6,57.0,6.84,6.74,4.25,5551,4625.833333333334
1.12,Ideal,G,SI1,62.0,55.0,6.68,6.65,4.13,5551,4956.249999999999
1.02,Ideal,E,SI1,62.2,57.0,6.41,6.45,4.0,5553,5444.117647058823
1.02,Very Good,E,SI1,59.2,56.0,6.57,6.63,3.91,5553,5444.117647058823
1.96,Fair,F,I1,66.6,60.0,7.59,7.56,5.04,5554,2833.673469387755
1.16,Premium,H,SI1,61.2,57.0,6.84,6.76,4.16,5554,4787.931034482759
1.16,Ideal,H,SI1,62.2,55.0,6.79,6.74,4.21,5554,4787.931034482759
1.16,Premium,H,SI1,61.2,58.0,6.81,6.76,4.15,5554,4787.931034482759
1.05,Good,H,VS1,63.3,57.0,6.4,6.45,4.07,5555,5290.47619047619
1.01,Ideal,G,SI1,62.7,57.0,6.3,6.34,3.96,5555,5500.0
1.01,Ideal,G,SI1,63.0,57.0,6.37,6.4,4.02,5555,5500.0
1.0,Ideal,E,SI1,61.4,57.0,6.43,6.5,3.97,5555,5555.0
1.0,Ideal,E,SI1,61.7,57.0,6.39,6.42,3.95,5555,5555.0
1.0,Ideal,E,SI1,61.4,58.0,6.41,6.43,3.94,5555,5555.0
1.24,Premium,I,SI1,60.4,58.0,7.02,6.95,4.22,5555,4479.8387096774195
1.21,Very Good,G,SI2,59.6,60.0,6.92,6.94,4.13,5556,4591.735537190083
1.01,Very Good,E,SI1,60.0,60.0,6.45,6.49,3.88,5556,5500.990099009901
1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,5556,4591.735537190083
1.21,Premium,I,SI1,62.3,59.0,6.81,6.77,4.23,5556,4591.735537190083
1.21,Premium,G,SI1,59.5,62.0,6.65,6.57,3.84,5556,4591.735537190083
1.21,Premium,J,VS1,59.5,60.0,6.99,6.9,4.13,5556,4591.735537190083
1.17,Ideal,F,SI2,62.2,55.0,6.73,6.7,4.18,5556,4748.717948717949
1.21,Premium,I,SI1,60.6,56.0,6.97,6.89,4.2,5556,4591.735537190083
1.0,Very Good,I,VS1,60.8,59.0,6.39,6.44,3.9,5557,5557.0
1.04,Very Good,D,SI1,63.4,55.0,6.41,6.46,4.08,5557,5343.2692307692305
1.05,Premium,F,SI1,61.8,56.0,6.55,6.45,4.02,5557,5292.380952380952
1.05,Premium,F,SI1,60.3,60.0,6.66,6.54,3.98,5557,5292.380952380952
1.05,Ideal,F,SI1,62.0,55.0,6.54,6.5,4.04,5557,5292.380952380952
1.05,Premium,F,SI1,61.6,57.0,6.56,6.53,4.03,5557,5292.380952380952
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5558,4593.388429752066
1.01,Very Good,H,VS2,62.8,59.0,6.33,6.38,3.99,5559,5503.960396039604
1.08,Ideal,G,VS2,62.1,57.0,6.54,6.57,4.07,5559,5147.222222222222
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5559,5503.960396039604
1.01,Good,F,VS2,63.1,56.0,6.28,6.37,3.99,5560,5504.950495049505
1.01,Very Good,F,VS2,61.0,59.0,6.39,6.46,3.92,5560,5504.950495049505
1.07,Premium,F,SI1,59.6,58.0,6.68,6.72,3.99,5561,5197.196261682243
1.07,Good,F,SI1,63.4,56.0,6.51,6.52,4.13,5561,5197.196261682243
1.04,Premium,H,VS2,61.2,59.0,6.57,6.51,4.0,5561,5347.115384615385
1.29,Very Good,I,VS1,61.1,58.0,6.98,7.03,4.28,5562,4311.627906976744
1.18,Very Good,G,SI2,62.4,56.0,6.8,6.83,4.25,5562,4713.559322033899
1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,5562,4673.949579831933
1.2,Ideal,G,SI2,58.9,60.0,6.98,6.94,4.1,5562,4635.0
0.9,Ideal,G,VVS1,61.6,57.0,6.24,6.16,3.82,5564,6182.222222222222
1.15,Ideal,G,VS2,59.2,56.0,6.88,6.83,0.0,5564,4838.260869565218
1.02,Very Good,H,VS2,62.4,57.0,6.35,6.4,3.98,5565,5455.882352941177
1.02,Very Good,E,VS2,62.8,59.0,6.39,6.44,4.03,5565,5455.882352941177
1.2,Very Good,H,SI1,62.8,58.0,6.73,6.8,4.25,5567,4639.166666666667
1.17,Good,D,SI2,60.4,65.0,6.81,6.77,4.1,5567,4758.119658119658
1.3,Premium,J,SI1,61.0,59.0,7.09,7.01,4.3,5569,4283.846153846153
1.3,Premium,J,SI1,61.9,56.0,7.07,7.04,4.37,5569,4283.846153846153
1.02,Premium,H,VS1,58.5,57.0,6.65,6.61,3.88,5569,5459.803921568628
1.02,Premium,H,VS1,62.1,59.0,6.43,6.38,3.98,5569,5459.803921568628
1.02,Ideal,H,VS1,62.2,56.0,6.48,6.42,4.01,5569,5459.803921568628
1.09,Very Good,F,SI1,62.3,57.0,6.55,6.61,4.1,5570,5110.091743119266
1.2,Good,I,VS1,57.8,61.0,7.02,6.96,4.04,5570,4641.666666666667
1.04,Ideal,G,SI1,61.9,53.0,6.53,6.54,4.05,5570,5355.7692307692305
1.0,Very Good,E,SI1,62.4,59.0,6.36,6.42,3.99,5571,5571.0
1.01,Ideal,E,SI1,61.9,56.0,6.43,6.47,3.99,5571,5515.841584158416
1.13,Premium,H,VS2,62.8,59.0,6.63,6.58,4.15,5571,4930.088495575222
1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,5572,5572.0
1.21,Premium,J,VVS2,60.8,60.0,6.86,6.88,4.18,5572,4604.9586776859505
0.95,Very Good,G,VS1,59.9,58.0,6.37,6.41,3.83,5572,5865.263157894738
1.04,Ideal,I,VS1,61.4,58.0,6.46,6.54,3.99,5572,5357.692307692308
1.07,Premium,H,VS2,62.4,57.0,6.58,6.52,4.09,5573,5208.411214953271
1.0,Premium,F,SI1,62.0,60.0,6.42,6.36,3.96,5574,5574.0
1.08,Good,E,SI1,58.4,60.0,6.71,6.74,3.93,5575,5162.0370370370365
1.11,Very Good,J,VS1,59.9,56.0,6.8,6.77,4.07,5576,5023.423423423423
1.16,Good,H,SI1,64.0,58.0,6.56,6.63,4.22,5576,4806.896551724139
1.01,Ideal,G,SI1,62.6,56.0,6.41,6.44,4.02,5576,5520.79207920792
1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,5577,5362.5
1.04,Ideal,H,VS1,62.7,57.0,6.42,6.46,4.04,5577,5362.5
1.06,Ideal,I,VS1,62.0,55.0,6.55,6.58,4.07,5577,5261.32075471698
1.2,Ideal,I,SI1,60.1,56.0,6.9,6.84,4.13,5578,4648.333333333334
1.2,Ideal,H,SI2,62.7,55.0,6.74,6.69,4.21,5578,4648.333333333334
1.35,Very Good,I,SI2,58.6,63.0,7.28,7.19,4.24,5579,4132.592592592592
1.03,Premium,H,VS2,61.0,58.0,6.53,6.46,3.96,5579,5416.504854368932
1.05,Premium,H,VS1,60.9,60.0,6.58,6.53,3.99,5580,5314.285714285714
1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99,5580,5264.1509433962265
1.03,Premium,G,SI1,60.1,60.0,6.55,6.52,3.93,5581,5418.446601941748
1.02,Premium,G,VS2,62.0,57.0,6.48,6.43,4.0,5581,5471.56862745098
1.13,Premium,F,SI1,60.6,60.0,6.76,6.67,4.07,5581,4938.938053097346
1.31,Very Good,I,SI2,60.8,57.0,7.06,7.12,4.31,5582,4261.0687022900765
1.08,Premium,H,VS1,59.6,59.0,6.72,6.66,3.99,5582,5168.518518518518
1.1,Ideal,H,SI1,62.7,57.0,6.6,6.63,4.15,5583,5075.454545454545
1.24,Premium,F,SI2,62.8,60.0,6.84,6.82,4.29,5583,4502.419354838709
1.37,Very Good,I,SI2,63.0,57.0,6.98,7.05,4.42,5584,4075.912408759124
1.13,Very Good,F,SI1,63.2,56.0,6.66,6.69,4.22,5584,4941.592920353983
1.24,Very Good,I,SI1,60.0,59.0,6.98,7.01,4.2,5584,4503.225806451613
1.17,Very Good,H,VS2,59.6,59.0,6.84,6.88,4.09,5585,4773.504273504273
1.22,Ideal,J,SI1,60.6,56.0,6.96,6.95,4.22,5586,4578.688524590164
1.05,Ideal,F,SI1,60.6,59.0,6.51,6.56,3.96,5586,5320.0
1.33,Very Good,H,SI2,63.5,57.0,6.99,6.88,4.4,5586,4200.0
1.15,Very Good,G,SI1,62.2,59.0,6.66,6.71,4.16,5587,4858.260869565218
1.16,Ideal,I,VS2,60.1,62.0,6.83,6.78,4.09,5587,4816.379310344828
1.16,Ideal,I,VS2,60.8,56.0,6.85,6.81,4.15,5587,4816.379310344828
1.09,Very Good,J,VVS1,63.9,56.0,6.47,6.51,4.15,5588,5126.605504587155
1.27,Good,J,VS1,63.4,60.0,6.8,6.85,4.33,5588,4400.0
1.27,Premium,I,SI1,60.9,59.0,6.94,6.99,4.24,5588,4400.0
1.32,Premium,I,SI2,61.3,59.0,7.01,6.95,4.28,5588,4233.333333333333
1.01,Ideal,H,SI1,62.5,56.0,6.38,6.45,4.01,5589,5533.663366336634
1.01,Ideal,E,SI1,61.6,59.0,6.43,6.4,3.95,5590,5534.653465346534
1.24,Very Good,H,SI2,61.2,57.0,6.87,7.02,4.25,5592,4509.677419354839
1.0,Good,F,VS2,62.5,57.0,6.34,6.42,3.99,5592,5592.0
1.2,Premium,H,SI1,62.4,59.0,6.72,6.68,4.18,5592,4660.0
1.05,Good,H,VS2,63.7,58.0,6.45,6.4,4.09,5592,5325.714285714285
1.01,Very Good,H,VS1,62.0,60.0,6.43,6.38,3.97,5593,5537.623762376237
1.5,Ideal,I,I1,61.3,57.0,7.36,7.39,4.52,5593,3728.6666666666665
1.14,Very Good,E,SI2,60.0,54.0,6.74,6.97,4.11,5593,4906.140350877194
1.02,Premium,G,VS2,62.9,58.0,6.41,6.37,4.02,5593,5483.333333333333
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5595,4701.680672268908
1.19,Very Good,H,SI1,62.7,61.0,6.66,6.73,4.2,5595,4701.680672268908
1.19,Premium,H,SI1,61.4,58.0,6.79,6.83,4.18,5595,4701.680672268908
1.17,Very Good,G,SI2,61.2,58.0,6.84,6.86,4.19,5595,4782.051282051282
0.88,Ideal,E,VS2,61.4,56.0,6.15,6.17,3.78,5595,6357.954545454545
1.03,Ideal,F,SI1,61.3,56.0,6.55,6.51,4.0,5595,5432.038834951456
1.1,Ideal,F,SI2,62.4,56.0,6.58,6.62,4.12,5596,5087.272727272727
0.91,Very Good,D,VS1,62.5,56.0,6.14,6.18,3.85,5597,6150.549450549451
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,5597,4625.619834710744
1.02,Very Good,H,VS1,62.8,59.0,6.34,6.47,4.02,5598,5488.235294117647
1.02,Good,H,VS1,59.8,63.0,6.54,6.61,3.93,5598,5488.235294117647
1.02,Very Good,D,SI1,63.3,58.0,6.39,6.35,4.03,5598,5488.235294117647
1.02,Very Good,D,SI1,63.5,61.0,6.35,6.27,4.01,5598,5488.235294117647
1.19,Ideal,E,SI2,61.9,56.0,6.84,6.8,4.22,5598,4704.2016806722695
1.01,Premium,E,SI1,62.6,58.0,6.32,6.3,3.95,5599,5543.564356435643
1.01,Good,G,VS2,63.6,60.0,6.3,6.35,4.02,5599,5543.564356435643
1.01,Premium,D,SI1,60.7,58.0,6.42,6.49,3.92,5599,5543.564356435643
1.01,Good,G,VS2,63.2,57.0,6.3,6.35,4.0,5599,5543.564356435643
1.01,Good,G,VS2,63.9,54.0,6.31,6.37,4.05,5599,5543.564356435643
1.01,Ideal,E,SI1,62.4,56.0,6.43,6.39,4.0,5599,5543.564356435643
1.01,Premium,E,SI1,62.9,58.0,6.41,6.35,4.01,5599,5543.564356435643
1.01,Ideal,E,SI1,62.6,57.0,6.43,6.38,4.01,5599,5543.564356435643
1.01,Ideal,E,SI1,62.1,54.0,6.5,6.41,4.01,5599,5543.564356435643
1.01,Premium,E,SI1,62.8,57.0,6.41,6.37,4.01,5599,5543.564356435643
1.01,Premium,F,SI1,61.9,56.0,6.53,6.45,4.02,5599,5543.564356435643
1.01,Premium,E,SI1,62.8,59.0,6.31,6.27,3.95,5599,5543.564356435643
1.01,Premium,E,SI1,62.9,60.0,6.43,6.35,4.02,5599,5543.564356435643
1.0,Very Good,G,VS2,63.3,60.0,6.37,6.29,4.01,5600,5600.0
1.0,Very Good,G,VS2,61.8,59.0,6.29,6.37,3.91,5600,5600.0
1.01,Very Good,D,SI1,59.0,59.0,6.57,6.59,3.88,5600,5544.554455445545
1.23,Ideal,I,SI1,62.1,58.0,6.82,6.86,4.25,5600,4552.845528455285
1.0,Good,G,VS2,63.4,61.0,6.23,6.29,3.97,5600,5600.0
1.2,Good,I,VS1,64.8,58.0,6.6,6.65,4.29,5600,4666.666666666667
1.13,Premium,G,SI1,60.9,58.0,6.75,6.72,4.1,5600,4955.752212389381
1.0,Premium,E,SI1,61.6,59.0,6.41,6.38,3.94,5600,5600.0
1.04,Good,G,VS2,61.4,65.0,6.53,6.47,3.99,5601,5385.576923076923
1.29,Very Good,H,SI2,63.8,57.0,6.8,6.87,4.36,5601,4341.860465116279
1.51,Good,E,I1,57.5,59.0,7.56,7.51,4.33,5601,3709.271523178808
1.2,Good,J,VS1,64.1,57.0,6.68,6.74,4.3,5601,4667.5
1.09,Premium,H,VS2,62.6,56.0,6.62,6.55,4.12,5601,5138.532110091743
1.07,Ideal,E,SI2,61.5,56.0,6.58,6.61,4.06,5602,5235.514018691589
1.11,Good,F,SI1,62.1,61.0,6.58,6.62,4.1,5602,5046.846846846846
1.22,Premium,I,SI1,61.3,58.0,6.94,6.9,4.24,5602,4591.803278688525
0.37,Ideal,H,VS2,60.7,58.0,4.64,4.68,2.83,603,1629.7297297297298
0.37,Ideal,H,VS2,62.0,54.0,4.64,4.65,2.88,603,1629.7297297297298
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,603,1629.7297297297298
0.3,Ideal,E,VS2,62.3,56.0,4.27,4.3,2.67,603,2010.0
0.3,Ideal,E,VS2,62.0,57.0,4.26,4.29,2.65,603,2010.0
0.3,Ideal,E,VS2,61.8,57.0,4.28,4.3,2.65,603,2010.0
0.3,Ideal,E,VS2,62.0,53.0,4.31,4.33,2.68,603,2010.0
0.3,Ideal,E,VS2,60.6,59.0,4.3,4.34,2.62,603,2010.0
0.37,Ideal,I,VS1,60.8,56.0,4.67,4.71,2.85,603,1629.7297297297298
0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,603,2010.0
0.39,Ideal,G,SI2,61.2,56.0,4.71,4.73,2.89,603,1546.1538461538462
0.41,Ideal,F,SI2,62.6,57.0,4.68,4.77,2.96,603,1470.7317073170732
0.38,Ideal,E,SI2,61.5,55.0,4.69,4.72,2.89,603,1586.842105263158
0.32,Good,G,VS2,56.7,64.0,4.52,4.55,2.57,603,1884.375
0.3,Good,E,VS2,59.7,63.0,4.32,4.35,2.59,603,2010.0
0.27,Premium,E,VS1,60.2,59.0,4.24,4.2,2.54,603,2233.333333333333
0.27,Ideal,E,VS2,62.7,55.0,4.18,4.15,2.61,603,2233.333333333333
0.27,Ideal,E,VS1,61.6,57.0,4.16,4.12,2.55,603,2233.333333333333
0.27,Ideal,E,VS1,61.6,56.0,4.17,4.14,2.56,603,2233.333333333333
0.27,Premium,E,VS1,61.5,58.0,4.22,4.17,2.58,603,2233.333333333333
0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57,603,2233.333333333333
0.27,Premium,D,VS2,62.0,57.0,4.15,4.11,2.56,603,2233.333333333333
0.3,Premium,F,SI1,60.9,58.0,4.37,4.3,2.64,603,2010.0
0.28,Very Good,E,VVS2,60.2,58.0,4.24,4.27,2.56,604,2157.142857142857
0.27,Very Good,F,VVS1,61.8,55.0,4.13,4.16,2.56,604,2237.037037037037
0.33,Ideal,G,VS2,61.7,55.9,4.45,4.49,2.75,604,1830.3030303030303
0.33,Ideal,G,VS2,61.4,56.1,4.42,4.45,2.73,604,1830.3030303030303
0.32,Ideal,F,SI1,60.6,57.0,4.45,4.49,2.71,604,1887.5
0.41,Premium,F,SI2,59.0,58.0,4.87,4.89,2.88,604,1473.1707317073171
0.41,Ideal,J,VS1,62.2,55.0,4.76,4.79,2.97,604,1473.1707317073171
1.22,Premium,I,SI1,62.7,58.0,6.83,6.8,4.27,5602,4591.803278688525
1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,5602,4591.803278688525
1.22,Ideal,H,SI2,61.7,56.0,6.93,6.87,4.26,5602,4591.803278688525
1.22,Ideal,H,SI2,61.0,57.0,6.93,6.88,4.2,5602,4591.803278688525
1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,5602,4591.803278688525
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,5604,4631.404958677686
1.21,Ideal,J,VS1,61.8,56.2,6.78,6.86,4.2,5604,4631.404958677686
1.04,Very Good,D,SI1,61.5,58.0,6.48,6.53,4.0,5605,5389.423076923077
1.04,Good,D,SI1,63.7,58.0,6.39,6.43,4.08,5605,5389.423076923077
1.01,Good,F,VS1,62.9,64.0,6.38,6.28,3.98,5606,5550.495049504951
1.1,Premium,D,SI1,58.8,61.0,6.73,6.67,3.94,5606,5096.363636363636
1.27,Ideal,J,VS2,61.6,56.1,6.94,7.0,4.29,5606,4414.173228346456
1.0,Premium,F,VS2,59.9,60.0,6.11,6.07,3.65,5606,5606.0
1.0,Premium,F,VS2,61.9,59.0,6.38,6.34,3.94,5606,5606.0
1.0,Good,F,VS2,64.2,58.0,6.32,6.26,4.04,5606,5606.0
1.25,Premium,J,SI1,61.8,55.0,6.91,6.82,4.24,5607,4485.6
1.2,Very Good,G,SI1,63.0,57.0,6.7,6.75,4.24,5607,4672.5
2.22,Fair,J,I1,66.7,56.0,8.04,8.02,5.36,5607,2525.6756756756754
1.29,Ideal,J,SI1,61.6,58.0,6.96,6.99,4.3,5607,4346.511627906976
1.03,Ideal,E,SI1,62.0,53.0,6.47,6.5,4.02,5608,5444.660194174757
1.2,Very Good,G,SI2,63.1,57.0,6.68,6.79,4.25,5609,4674.166666666667
1.2,Ideal,H,SI2,61.0,57.0,6.84,6.9,4.19,5610,4675.0
1.1,Ideal,G,SI1,61.6,56.0,6.59,6.68,4.09,5610,5100.0
1.35,Good,I,VS2,59.2,65.0,7.18,7.13,4.23,5610,4155.555555555556
1.01,Premium,H,VS2,62.5,58.0,6.41,6.33,3.98,5611,5555.445544554455
1.31,Very Good,I,SI2,63.5,55.0,6.97,6.89,4.4,5612,4283.969465648855
1.04,Premium,E,SI1,62.2,56.0,6.56,6.49,4.06,5612,5396.153846153846
1.31,Premium,I,SI2,63.0,58.0,6.97,6.93,4.38,5612,4283.969465648855
1.35,Very Good,J,SI1,61.1,61.0,7.1,7.13,4.35,5613,4157.777777777777
1.2,Ideal,H,SI2,62.6,58.0,6.74,6.81,4.24,5613,4677.5
1.06,Ideal,F,SI1,62.2,57.0,6.52,6.5,4.05,5613,5295.2830188679245
1.05,Very Good,H,VS2,63.3,56.0,6.48,6.41,4.08,5614,5346.666666666666
1.16,Ideal,D,SI2,62.5,56.0,6.7,6.8,4.23,5615,4840.517241379311
0.93,Very Good,E,VS2,61.4,58.0,6.22,6.29,3.84,5616,6038.709677419354
1.01,Good,F,VS2,64.2,54.0,6.24,6.31,4.03,5616,5560.39603960396
1.7,Fair,D,I1,64.7,56.0,7.46,7.37,4.8,5617,3304.1176470588234
1.18,Premium,I,SI1,61.8,58.0,6.78,6.74,4.18,5617,4760.169491525424
1.27,Premium,J,VS1,62.6,59.0,6.92,6.88,4.32,5618,4423.622047244095
1.52,Premium,J,SI1,60.4,59.0,7.44,7.39,4.48,5618,3696.0526315789475
1.27,Premium,D,SI2,58.9,59.0,7.14,7.02,4.17,5618,4423.622047244095
1.0,Very Good,H,VS1,64.2,53.0,6.27,6.34,4.05,5619,5619.0
1.01,Very Good,D,SI1,61.1,58.0,6.46,6.51,3.96,5619,5563.366336633663
1.01,Premium,G,VS2,62.5,60.0,6.37,6.31,3.96,5620,5564.3564356435645
1.28,Premium,E,SI2,62.5,58.0,6.93,6.89,4.32,5620,4390.625
1.03,Very Good,H,VS2,59.9,59.0,6.5,6.52,3.9,5620,5456.31067961165
1.12,Premium,E,SI2,61.1,58.0,6.73,6.69,4.1,5620,5017.857142857142
1.01,Premium,G,VS2,59.8,61.0,6.53,6.44,3.88,5620,5564.3564356435645
1.04,Premium,F,SI1,62.5,60.0,6.43,6.46,4.03,5621,5404.807692307692
1.0,Very Good,D,SI1,59.2,62.0,6.49,6.54,3.86,5621,5621.0
1.0,Very Good,D,SI1,62.2,58.0,6.34,6.45,3.98,5621,5621.0
1.0,Good,G,VS2,63.1,58.0,6.31,6.39,4.01,5621,5621.0
1.19,Very Good,F,SI2,58.8,60.0,6.93,6.98,4.09,5622,4724.36974789916
1.01,Very Good,D,SI1,63.3,57.0,6.33,6.37,4.02,5622,5566.336633663366
1.0,Ideal,E,SI1,62.7,57.0,6.39,6.49,4.04,5622,5622.0
1.23,Premium,I,VS2,61.7,58.0,6.87,6.85,4.23,5622,4570.731707317073
1.19,Premium,H,SI1,61.2,60.0,6.85,6.8,4.18,5622,4724.36974789916
1.19,Fair,H,SI1,64.4,58.0,6.69,6.64,4.29,5622,4724.36974789916
1.0,Ideal,G,SI1,61.0,57.0,6.47,6.44,3.94,5622,5622.0
1.0,Very Good,G,VS2,60.6,60.0,6.4,6.5,3.91,5623,5623.0
1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,5624,3429.268292682927
1.03,Premium,H,VS1,62.5,59.0,6.47,6.43,4.03,5624,5460.194174757281
1.03,Premium,H,VS1,62.0,59.0,6.48,6.45,4.01,5624,5460.194174757281
1.21,Ideal,H,SI2,62.6,56.0,6.84,6.77,4.26,5624,4647.933884297521
1.03,Fair,E,SI1,65.1,58.0,6.35,6.24,4.1,5624,5460.194174757281
1.21,Ideal,I,SI1,62.4,57.0,6.84,6.78,4.25,5624,4647.933884297521
1.13,Very Good,H,VS2,61.7,56.0,6.65,6.73,4.13,5625,4977.876106194691
1.08,Ideal,H,VS2,61.8,56.0,6.59,6.55,4.06,5625,5208.333333333333
1.35,Fair,H,VS2,64.5,58.0,6.98,6.93,4.48,5625,4166.666666666666
1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,5626,4892.173913043479
1.04,Ideal,F,SI1,62.9,54.0,6.49,6.46,4.07,5626,5409.615384615385
1.06,Very Good,H,VS1,61.9,58.0,6.57,6.49,4.04,5627,5308.490566037735
1.01,Very Good,E,SI1,63.0,57.0,6.28,6.36,3.98,5627,5571.287128712871
1.01,Good,E,SI1,58.1,59.0,6.57,6.65,3.84,5627,5571.287128712871
1.25,Very Good,J,VS1,60.4,60.0,6.99,7.08,4.25,5628,4502.4
1.25,Very Good,J,VS1,61.8,58.0,6.89,6.93,4.27,5628,4502.4
1.01,Fair,D,SI1,62.6,57.0,6.14,6.22,3.87,5628,5572.277227722772
1.09,Premium,E,SI1,62.5,59.0,6.58,6.53,4.1,5628,5163.302752293577
1.0,Ideal,E,SI1,60.1,62.0,6.46,6.48,3.89,5629,5629.0
1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,5630,5026.785714285714
1.53,Ideal,H,SI2,59.6,57.0,7.46,7.38,4.42,5631,3680.392156862745
1.26,Premium,H,SI1,61.0,55.0,7.0,6.97,4.26,5631,4469.047619047619
1.01,Premium,G,VS1,59.3,59.0,6.49,6.52,3.86,5632,5576.237623762377
1.23,Premium,I,VS1,61.6,58.0,6.9,6.84,4.23,5632,4578.861788617886
1.11,Ideal,H,VS2,64.0,58.0,6.52,6.46,4.16,5632,5073.873873873873
1.04,Fair,G,VS1,64.9,58.0,6.36,6.33,4.12,5633,5416.346153846153
